neutral, i heard a rumor flight was cancelled flightled is this true 
neutral, ceo using #vegas band to help ‘connect to people
neutral, can you help
neutral, can you follow for quick
neutral, what is the best credit card to use open to get miles with y all 
neutral, flying flight tonight at from pbii have boarding position c is flight overbooked have funeral to attend 
neutral, when are you starting routes to #hawaii and #canada 
neutral, need to cancelled flight a few more can you please check 
neutral, flying flight tonight at from pbii have boarding position c is it overbooked really don t want to be bumped 
neutral, will the daytona be available on free tv 
neutral, is having a party in the atl terminal #letitgo
neutral, alsowill southwest have any other specials like the one they are running now 
neutral, arkansas gov plans to sign governor sb that legalizes discrimination of lgbt can you lend your voice to a state boycott 
neutral, yeah it happens the phx airport has extra long waits all spring long something locals know but tourist don t just fyi
neutral, for the past yrs i earned a list status thru a promo fly rnd trips in months how can i get that option again #loyal
neutral, check the head of the planethere has been dynamite placed onto it 
neutral, btwnot a weather delay we ve had beautiful weather in sunny california #nolove #noexcuses
neutral, safety back in dallas 
neutral, my flight continues through to vegas after my stop don t be upset if a stowaway 
neutral, any updates on flights getting cancelled flighted into dal i have a connecting flight there and hope it doesn t delay due to weather
neutral, how can i check to see if my flight to nyc is expected to be delayed or cancelled flightled for this tuesday 
neutral, if i am a rapid awards memberdoes my points apply after i have taken my round trip 
neutral, is service to aruba being permanently discontinued in august 
neutral, flights still going to dal 
neutral, gimme
neutral, are flights going into dallas this morning thanks
neutral, flight n wn departsenroute to @phxskyharbor
neutral, got an email confirmation of wifi purchase on a recent flight trouble isi ve never flown with you ever #concerned #scam 
neutral, arrangements to reimburse me for the rental i had to get 
neutral, pls help baby hannah get the life saving surgeries she requires she needs your help pls donate
neutral, kids on a mission trip from lasalle stranded in orlando areathey can t get back to bos or pvd till wednesday 
neutral, how do i get a companion pass thankslin s 
neutral, are there discounts every tuesday cause im leaving fron birmingham airport to san fran next week in march sometime
neutral, is there a link to a site that displays any delays or cancelled flightations of flights to and from @dallaslovefield 
neutral, had to be stuck in the middle seat
neutral, may want to direct that to the people at @furryfiesta tok
neutral, thanks for linking to #passbook might be old news but this is my first flight 
neutral, unveils new routesincluding from #ohio
neutral, can you equip a with flamethrowers and a snow plow 
neutral, @clinicpolly thank you i may have already responded but wasuxzj 
neutral, to startxdaily #b flights from #columbus oh to #bostononaug
neutral, to start daily #b flights from #columbus oh toonaug
neutral, to startxdaily #b flights from #orangecounty to #portland or onaug
neutral, to end its daily #b flights from #washington reagan to #ftmyers onaug
neutral, to start daily #b flights from #washington reagan to #ftlauderdale onaug
neutral, didn t realize no clothes until at hotel suggestions 
neutral, scavenger hunt vegasbe ready
neutral, i am inlet s do this 
neutral, kudos to your rep patricia at gate b this sunday morning at
neutral, wellwe all need something to aim for 
neutral, companion pass please 
neutral, yes please my son lives in nj 
neutral, flying by myself is getting old
neutral, want go from new orleans houston see my dad at md anderson can you help me out
neutral, retiring with my hubby and it s ourwedding anniversary this year companion pass please 
neutral, how do you get one 
neutral, i have a child traveling cross country she s will be turning in march and cont
neutral, flight n sw arrives atfollowing flight from
neutral, how long does it take for my rapid rewards points to be credited to my account 
neutral, i m flying out of cun tomorrow to den can i change my flight due to the travel advisory 
neutral, @megelizabeth how you like the #redcarpet treatment
neutral, especially if it s your mom #ichangedyourdiaper
neutral, how do i get a companion pass
neutral, free tv watching daytona
neutral, winter weather for denver extended for tomorrow by chance even to late flightr in the day would be super helpful 
neutral, yesplease #companionpass 
neutral, may i have my companion pass please 
neutral, i know that not everybody on flight can betime flying but in case it is people in front deplanenot from the back 
neutral, yeah am flight tomorrowgoing to add min extra because of the roads snow 
neutral, just reading your boarding policywe re a group of travellers with kids ranging from is it possible to sit together 
neutral, i forgot to put my tsa pre number in before i checked in it is now in my profile but will it be on my boarding pass in the am
neutral, unveils new including from #ohio
neutral, you have open seats on flight pvd to mco @ pm today 
neutral, i was under the impression when there is an hour delay in your flight because of equipment failurecompensation is offered 
neutral, salted or honey roasted i vote to bring back the salted peanuts i dread a year of the honey roasted 
neutral, hey therecan you follow us so we canyou a question 
neutral, at troubadour with
neutral, if you d love to see more girls get inspired about becoming pilots our free albuquerque event
neutral, do you have childrens rates for flights 
neutral, i have a flight on sunday the to columbus from denver i just got a travel alert on my southwest app is the rescheduling
neutral, absolutely required are the flights going to becancelled flighted 
neutral, dal is due for sleet sun eve didn t see it listed for cities that can re book fly to dca at 
neutral, we are trying to go as far away from king scollegelondon as possible for charity today would you help us #jailbreak #rag
neutral, did swa send out customer surveys to earn toward flights is this legit 
neutral, scavenger hunt rules
neutral, flight n wn taxis atprior to flight to
neutral, are we sure flights will not be cancelled flighted after i am trying to make plans in stl
neutral, can i book a flight on my own and get reimbursed by you 
neutral, plz consider customers you re losing to #aa forthe kc okc directs 
neutral, show jacksonville some too we want # ticketsforjax 
neutral, how can we get refund instead of credit for flight that you cancelled flightled we couldn t switch to a flight tomorrow 
neutral, would love tix for velour show entered every contest and still haven t won
neutral, let us know if we can help
neutral, greetings
neutral, flt out of mht have fun with my kids and grandkids of them jack says hi
neutral, id you
neutral, @tifffyhuang i met my twitter friend waiting outside the troubadour 
neutral, it was 
neutral, tweet just popped up on my phone with @amin_aur follows missing my favorite southwest pilot and brother 
neutral, omg omg omg i just did 
neutral, #promotion fly roundtrip to and frombetween and and get a companion pass for the year 
neutral, are there any current promotions codes for nashville denver thank you 
neutral, i will tell marry a lamp if you give me tickets to the vegas show please i am desperate
neutral, how s life @ the noc 
neutral, rndtrp @djq_kc@djimpact if you re trying to make travel reservations for vegas on mayit s too late flight 
neutral, how can customers get in touch with you internationally from mexico for lost baggage
neutral, just do it that easy
neutral, do you still offer discounts on seats for children under we would rather put him in a seat than in a lap 
neutral, travelingbwi nmarylandmorrw any chance the flight being cancelled flightled to inclement weather any chance can get earlier flight
neutral, is the contest over for destination dragons i want to try to do everything i can to go 
neutral, no her lunch was over by the time she got her call answered
neutral, my son is flying south west from nola orlandohope to enter for him to win this contest
neutral, @swagglikebean take me here
neutral, mph winds and would do anything to be in florida right now help a sister out 
neutral, i think that flight was supposed to go to houston as wellin case someone could check that 
neutral, booked thesave me an emergency exit gotta stretch out
neutral, my father was kind enough to offer to pay for a hotelbut i can t use this coupon if he pays from fl no help 
neutral, how do i find travel funds i have available to use fpast changed flights don t see an option in my account 
neutral, so the upcoming rr changes deval is trying to tell me not to fly southwest anymore because i am loyal so far i get it 
neutral, it s never too late flight to do the right thing
neutral, when does today s scavenger hunt start i m trying to help my little brother win 
neutral, k thanks
neutral, hey southwest can i seein atlanta my friend has never been thereloves themand he is from taiwan 
neutral, but if my bag makes it with me to greenville tonight then all is forgiven #highhopes
neutral, i like to see if i can change flight plz help thx
neutral, how can you get your tsa traveler id added to your boarding pass why would it not be included as tsa precheck flying tomorro
neutral, is now recruiting for fall spring internshipspm davidson auditorium 
neutral, the opal dragon book the dragon ali has woven his murdering ways from the philippines to australia
neutral, have a cup coffee and relax while you check out the new deals and promotions at avontwice a month at doug @dcoadavon 
neutral, just sentwith confirmation number and passenger name on swa mco cmh
neutral, quick question let s say i book a flight i did so and you then drop the price do i get the cheaper rate 
neutral, i know where that is alas i live farfar away now #books 
neutral, sending now
neutral, passengers on this plane i should ve just grabbed my baggage and gave it its own seat 
neutral, i am just wondering when are you going to open up fares for november 
neutral, i m ready for #mayweatherpacquiao in vegas may 
neutral, can you speed up your flight from az to omaha i need to see muh boy 
neutral, are you hiring for flight attendants right now
neutral, better travel photos my kindle e book easy tips guide
neutral, flying flight tomorrow at from pbii have boarding position c is flight overbooked have funeral to attend 
neutral, what does a woman got to do to get a chance of a lifetime #imaginedragons #slaycancerwithdragons
neutral, can you give me info on flt out of bdl i see it s cancelled flightled 
neutral, how do i retroactively add previous flights miles points to current rapid rewards balance 
neutral, hican you please tell me why today s flights from chicago to dia were cancelled flightled thanks 
neutral, and have cancelled flightled flights after pm today due to winter storm travelers urged to contact carrier for info 
neutral, any chance there s a few seats open from den to dal this afternoon 
neutral, free cable out of this world technology and a mans dream come true free and portable
neutral, any official word whether flight from bwi to manchester is cancelled flightled i ve got anhr drive in snow if it is 
neutral, there s a current cancelled flightlation in indianapolismy girlfriend is stranded any ideasor help you can provide 
neutral, can you follow and we ll proceed 
neutral, now flight is book and i have to fly standby if they will allow me to check in before the flight takes off
neutral, follow for aplease need to confirm a cancelled flighted reservation
neutral, i never got my flight confirmation i ve been on hold for an hour and i can t get info online what am i to do 
neutral, can you follow me so i can send the
neutral, flying back to denver tomorrow should i rebook 
neutral, thanks what s your opinion on chances of getting in okay tomorrow 
neutral, can i do the same thing as changing a ticket by cancelled flighting my current ticketbuying a replacement online 
neutral, any way that i can get a receipt for a cancelled flightled portion of a roundtrip flight used the flight voucher just need receipt 
neutral, flight hou to mdw aboard a boeing boarded for an on timepm departure#fb 
neutral, no thanks
neutral, fortunately didn t have to the flight took off on time 
neutral, have five people shown up yet
neutral, could u put one here in baltimore
neutral, microsecond too late flight so very very sad 
neutral, i actually could use a slight tweak to my return not leaving here now til mondayany way i can skip calling for that 
neutral, can u follow so i cana confirmation number i need confirmed to cancelled flight i will call to confirm monday for refund
neutral, departing mdw it s cold fwindy with snow on the ground for sunny and f las vegas @lasairport 
neutral, my sisterbrother in law need to get to florida desperately flying wis there anything you can do 
neutral, we invite to fallowlearn about our activities prevention programs of health by condom rito family we r c 
neutral, hello are flights taking off from @dallaslovefield airport this noon am supposed to travel on flight to san antonio
neutral, we checked in right at hr mark boarding c group with kids ages dnt want to be split what sld we do 
neutral, is there a direct number to call to request a refund its telling me its not valid as i changed the ticket no number on site
neutral, just played the most bizarre safety video i ve ever seen 
neutral, q just purchased ticket to #hawaii for trip in late flight march does this mean we will acquire miles based on price or distance flown 
neutral, what is the policy behind changing passengers seating assignments at the gate 
neutral, nonot received any e mails in either inbox or junk spam 
neutral, was never given one
neutral, flt has had two more updates in the last minutes 
neutral, could you tell me if this bag would be accepted as a personal item can i bring one carry on bag plus this
neutral, hi againany updates here 
neutral, is there a way to get a copy of feb s edition of hemisphere magazine with out flying 
neutral, take a lesson from they know how to treat customers 
neutral, can you send me another confirmation email 
neutral, noi do not i was only given a flight booking problems reference number 
neutral, currently on standby to lax then it is a hour ride to palm springs long day starting at a snowy am in philly 
neutral, @mrandyep like weeks after my flight creative 
neutral, got it i am following the united page 
neutral, do you think there will problems at newarknj on saturday due to expected snow 
neutral, the guidelines say x x my bag is x x so it s a bit taller than the guidelines is that gonna be a problem 
neutral, airlines ceo jeff smisek disloyal to loyal workers
neutral, im resending the confirmation code in a 
neutral, sorrywrong link for the bag thats the one i meant 
neutral, for our birthdays my fiancéi want to travel late flight april you re our fave airline but frontier has this
neutral, i normally ask people to put on headphones but not toddlers maybe planes should have a kid section near the back
neutral, is changing its program winners and losers
neutral, did you know that suicide is the second leading cause of death among teens 
neutral, can take u to midway chicago marchaprilcan t make it then can get u to @fly ohare year round #flypbi
neutral, can y all develop ding for a chrome firefox browser extension that would be swell
neutral, i have been on hold for over minutes please help
neutral, can you update me on the emergency landing in jacksonville right now #parentsonboard
neutral, once again on glassdoor s best places to work snagging # overall #notsurprising #luvthem
neutral, can you follow me so i can send you the info 
neutral, i m teaching new #travelers how to research#budget#save for a trip today
neutral, even though technically after i land i will be silver 
neutral, confirmation number njv bp all i need is email confirmation of flight from nyc sfo feb
neutral, clicked on the link and got this #confused
neutral, filled in the form you sent the link to on and then either or 
neutral, all day travel #swag #ijustwanttosleep
neutral, actually we did not consider she might have made a mistake she did not complain beyond that she indicated it on her reservation 
neutral, i need my confirmation number can you give it to me 
neutral, ua has been rolling out improvements toowe think hoping they ll catch up soon meantimeana is our preference 
neutral, that s what i thought thanks for the clarification 
neutral, roundtrip tickets to nj are dramatically cheaper through virginpretty priceyunited can you match them 
neutral, thx stand by@rajuchinthala i know it s frustrating and i do appreciate your patience while we try to get you on your way
neutral, thank you and next flight to durango then driving to farmington new mexico for work but hitting the slopes in durango 
neutral, how much does it cost to check in an additional bag traveling from newark to glasgow thank you
neutral, can you explain how it rewards us elite premierek members 
neutral, hican you email me here so i can share the details thanks
neutral, i believe you have to follow me in order for me send you a 
neutral, was flight out of houston
neutral, this link in your tweet goes to someone s internal email probably one of yourrd party it contracts
neutral, @annricord both 
neutral, returned from vacationwent to luggage services golf bag was presented in clear wrap that could ve been used in the first place 
neutral, greatthank you i ll send it now 
neutral, hello just wondering how long it might take for turkish airlines flights to show up in my united miles thanks 
neutral, so if this game was the one reason i payed for @directv is there something we could work out here
neutral, even with the multiplier the ticket price will still never equal the amount of miles you traveleven for transatlantic flights 
neutral, i am flying from msp to dxbmy child will turn during the trip do i have to buy a return ticket for my child 
neutral, ord to roc fam came to see me at sna i m a memberso is my dad he used his miles for them 
neutral, thanks ua den min on tarmac 
neutral, hii read there are weather warnings on the east coast of the us would a flight from lhr to sfo be affected 
neutral, the link in the message i was replying to #party #itproblems
neutral, speaking of my flightskateboards are allowed as carry on bagage right no extra payment needed 
neutral, it sucks not having the money to book a flight to see the love of my life miles away 
neutral, volumesprofit up
neutral, do you mean fortunately i don t want my flight to be affected
neutral, hii am flying domestic first from sea to hnl can i pay to use the lounge before i fly or this is just for international thanks 
neutral, how long can i expect the formal response to take 
neutral, leisure military personnel for safety reason r highly recommended to not travel in uniform
neutral, am i allowed to bring a duffle bag and back pack as my carry on and personal item flying out of ny
neutral, is there a referral program for the milageplus explorer card 
neutral, obviously
neutral, i sent an email describing my experience looking forward to a follow up to hopefully make it right 
neutral, wellit s la and then ahr car ride to a dark palm springs technically maybe i ll get bumped toclass den to phl on friday 
neutral, allright last questionthe power outlets on my flight are available in the premium cabin does that include economy plus cabin 
neutral, @gg ladies and gents united airlines 
neutral, but the gate agent and club staff got me priority standby for next so might only be minor disaster 
neutral, from amsterdam to ewr 
neutral, do you have an e mail address i can write my account to might be less likely to disappear
neutral, yesterdayi m sorted now 
neutral, no thanks
neutral, does the economy plus cabin also qualifies as a premium cabin 
neutral, does forelock guarantee the fare only or fareseats 
neutral, noi had to leave for work would have not been possible so i would love to have this replaced now 
neutral, we were told by united to carry over carry back for the refund 
neutral, somerd party service known as ezee flights a manwho confirmed he was born in indiatold me his name was steve wilson 
neutral, what does cabin functionality mean when i m taking a customer satisfaction survey 
neutral, i want a plane dad
neutral, is it possible to upfare to p a segment where i have a gpu waitlisted 
neutral, reinstating the kosher meals that were dropped shortly after the merger 
neutral, captain we apologize for the delaythe company is looking for an open gate glance starboard sidesee open gates 
neutral, instead of bourbon street how about #quiet #planes #savethediagonals
neutral, wont wait min for fam wyr old connecting flight leaves early instead for airport that is planes last stop today
neutral, how about changing rnoden non stop in may fromam to late flight morning or early afternoon 
neutral, she needs a wheelchair at the gate for sure what options does she have 
neutral, do you promise to not unfollow me 
neutral, just dmed you my confirmation number 
neutral, ohis it only in atlanta 
neutral, are people there 
neutral, still there i was posted up in downtown waiting for y all on my way 
neutral, any idea why tsa pre check isn t showing for my next flight tomorrow the number is in my profile 
neutral, why do you have to be 
neutral, how many tickets are left 
neutral, no fare giving out clues in route now 
neutral, #magazine feature desk plants increase productivity by#luvswa #healthbenefitsofplants #gardening
neutral, any deals to orlando in april may 
neutral, briughy me to @comclassic#aif so much more with the #agcommunity 
neutral, congrats to these fans who are seeingin l a slcyou re next thanks again sw 
neutral, i knew i was correct
neutral, opened online applications for fall intern positions throughout the company apply 
neutral, i enjoyed a call from my good friend he s flight booking problems his flights elsewhere as i tweet one at a time i will tell as many as i can
neutral, could you maybe hook @fuyukaidesuyo with some imagine dragon tickets tonight shes a hugeeeee fanwould really love to go
neutral, just left there friday 
neutral, can you tell me if flight from mdw fll tomorrow is at full capacity i m hoping for a little bit of extra room 
neutral, any word when the customer relations department will open back up 
neutral, i have a few questions about flying with my maltese puppy can youme 
neutral, no monkey business we luv swa #mdw mci #homeandreadyfornexttrip
neutral, looks like brooding skies out of ont this evening
neutral, honesty should always be the policy
neutral, dangif only practice was an hour late flightr today 
neutral, that was supposed to say boo not book booo 
neutral, #vegas i was there days ago miss the warm weather
neutral, thanks are flights operating now or cancelled flightled 
neutral, can my wife s rr points be transferred to my rr account 
neutral, when can we expect customer service in dallas to be available
neutral, need assistance getting an extension on a flight that has expired 
neutral, easy fixlet the business select actually board then board the pre boards 
neutral, thankslindsey any idea when i ll get there stuck in denver and told to listen to the intercom better 
neutral, understand the weatherthese kids need to get home nice kids doing volunteer work from a ri high schoolplease help 
neutral, my ticket was booked to cun does the arrival time reflect that cun is now on est time 
neutral, could you please tell me if there is a way to add a rr# to a flight that already took place 
neutral, if only you could control the weather in las vegas 
neutral, done sorryi thought i was already 
neutral, thanks 
neutral, continues to prove to be the best airlines 💪
neutral, watching planes do their thing
neutral, hi guysdo you have a general enquires email address please thanks david 
neutral, northern california coast
neutral, is it possible to add companion to only theleg of a trip 
neutral, how do get priority seating after you already paid for the flight
neutral, i sent a email to customer relations and i will be calling tomorrow 
neutral, is it possible to add travel arranged by my employer to my upcoming travel i can retrieve a reservationbut that s it 
neutral, grrrrrr i need a flight there first maybe for my bday next month 
neutral, is the vinyl part of the prize too 
neutral, do you have special fares for students to visit prospective schools it s expensive to visit graduate programs 
neutral,i triedit s okay
neutral, will do if you follow back i canthat info
neutral, hey southwest help me find a flight from nashville washington dc or raleigh for under on march please 
neutral, airline troublenot getting satisfactory customer service contact we negotiate resolutions for you 
neutral, and carol thrower are passengers fort lauderdale airport 
neutral, hey i m flying from tampa to denver today and i want to know if there will be tv s in the seats like 
neutral, that was chantillyparisfrance 
neutral, live in atlanta but cant enroll in your atlanta companion promotion error every time can you help also sent email thanks 
neutral, unfortunately i don t even have that my phone died before o had a chance to grab it it was from oma to san from 
neutral, can you please make sense of the companion promo how to we set it up 
neutral, barzegar charges tourists euros a night for their stay in the tent village he runs 
neutral, thank you 
neutral, any idea when the winter advisory will be posted for atl for tomorrow i d rather get to phl tonight 
neutral, rd time flying southwest in two years have another trip back to mx on october 
neutral, you have to follow me back so that i can
neutral, i have a flight out of birmingham tomorrow night can i reschedule it for an earlier flight because of the expected snow 
neutral, teyana taylor performing #medusafridays free till
neutral, my flight at bwi is delayed and i will miss my flight in denveris there a way to find out if they will hold the plane 
neutral, what is the status of the bag check area at ffl 
neutral, i m following now
neutral, sent 
neutral, sureplease follow me so i can do so 
neutral, done
neutral, traditionally used sledge hammer low taking share from driving | now scalpel approach through data science #anamarketers
neutral, is america s largest airline by passengers carried wonder if this is b c they have a customer service bible #anamarketers
neutral, is there a resource to check delays cancelled flightlations out of love field flying out tomorrow am and stressed about weather 
neutral, if i am enrolled in the atl companion pass offer and booked flights already before may when can i start using the pass 
neutral, see you in atlcongrats to ourwinners readyatlanta
neutral, do you know the reason flight # from dallas to midland was diverted to lubbock was suppose to be direct to midland 
neutral, reference # 
neutral, should offer cdn border towns incentive to fly since exchange rates are #hurt #customerappreciation #gaincustomers
neutral, please lower my plane flight by like bucks thanks~ #floridavacation
neutral, forget wedding fairs how about discounts for nonprofits we donate part of our worth every single day
neutral, you should have assigned seatingbecause now my cousini probably can t sit together on our flight tomorrow thanks 
neutral, hello swawho is your poc for partnerships with nonprofit organizations in bwi area 
neutral, quick question i bought wifi for my phonedo i have to buy it again on my tablet i have hours left on my trip 
neutral, it s a new day and a new chance for you to do the right thing it s never too late flight to be honest 
neutral, i was not the one traveling i was asking for my sister who was waiting on my nephew in midland flight eventually landed
neutral, the flight isn t that empty is this rude or not
neutral, cb how do you know 
neutral, sent
neutral, i urgently need two receipts sent but cs is closed can you help 
neutral, wife s rr pts expired a few days agowere planning on flight booking problems trip today anything you can do for us on a tight budget 
neutral, was only less than ptsbut it helped had partnerrewards incomingbut not fast enough to keep pts from expiring 
neutral, #stepup #makeitright re you best or just money hungry #wewillsee
neutral, @phlairport will flight that arrives at e be a penguin plane 
neutral, an oscar worthy entrance into la
neutral, how much is ur wifi fam
neutral, is pri boarding for active military or only in uniformcan t travel in uniform for opsec reasoneven on official travel 
neutral, i would be eternally grateful for tickets to the vegas show ͡° ͜ʖ ͡° god bless
neutral, i need imagine dragons like i need air please hoom me up for the vegas show ͡° ͜ʖ ͡° 
neutral, when will you have flights for october available 
neutral, first time flyerscheduled a round trip set on departure date not sure on returning datepolicy fees on changing re flight 
neutral, thanks i just sent awith this info 
neutral, took delivery of n aa new boeing hyesterday 
neutral, looking for cheap flight to vegas
neutral, finally got me home 
neutral, in my letters to followi will be sure to include my rewards numbertwitter handleand email address 
neutral, i left something on a plane landing at midway last night because i am a responsible adultgot a number for me to call ty 
neutral, ahhhh sorryjust followed 
neutral, ceo discusses possibilities of nhl vegas arena naming rights @smusportmgt #sportsbiz
neutral, when are you opening the flights beyond august
neutral, # atl to rdu snow forecasted for raleigh this evening 
neutral, when does pv get approved i am ready to go 
neutral, is hiring for their emerging leader development programlast day to apply is today apply here
neutral, @karajusto swa is willing to follow up finally 
neutral, are you guys gonna be giving away any tickets forat @vinylvegas 
neutral, @love_dragonss lauren im screakjmf
neutral, goes to court to gain access togates at love field #deltanews
neutral, @love_dragonss lauren holy sht
neutral, my birthday is februarywhich is the date of the imagine dragons in flight concert btw
neutral, sorry thought i did it s done now 
neutral, @love_dragonss ahhhh yes lauren
neutral, not possible to carry on and put in a closet overhead had success doing that with other airlines thanks
neutral, any delays today @cakairport to orlando 
neutral, flight n sw departs @mco enroute to indianapolis international airport
neutral,when are we gonna know i have a math test tomoro and i can t concentrate 
neutral, i got rebooked for tomorrow
neutral, has the winner forbeen announced yet if not when will they be 
neutral, still haven t been able to get throughthanks for responding 
neutral, @travelportland welcome to portland sunmt hood and southwest 
neutral, who should i contact about a missing rapid rewards credit 
neutral, can you outline the policies for both scenarios 
neutral, i m flight booking problems a flight to vegas any good promo codes 
neutral, hihow do i add a flight to my account just created it 
neutral, can u better define the plus one smaller type item on carry on requirements small backpacks 
neutral, snow forecasted for raleigh nc tomorrow night need to know if there s a plan to reschedule flights into rdu wednesday night
neutral, i m trying to get home to nashville i ve been stuck in dallas days will my flight get out in the morning
neutral, my bag was late flight checked and put on a different flight from oak msy having troubles tracking it down any help 
neutral, what are your services what promotion you have at the moment #modelodenegocio #innovacion #businessmodel
neutral, @hillaconlin hi get a solar charger from amazon game changer to plug usb into charge
neutral, @courtsnod hopefully nashville is open i want to come home today
neutral, today is going to be the dayi can feel it thank y all for your support throughout we re coming home nashville #octavia 
neutral, thanks for reminding me about my upcoming trip to florida but you really didn t need to
neutral, so was there a winner for
neutral, i need some help with a reservation
neutral, i ve never met my favorite band and it would be sooo amazing to win destination dragons 
neutral, is offering #companionpasses to atlanta residing frequent fliers
